Indicator Name,"Indicator Code","Economy Name","Economy Code","2017 [YR2017]"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Ireland","IRL","NA"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Israel","ISR","NA"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Italy","ITA","0.764"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Jamaica","JAM","0.5"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Japan","JPN","NA"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Jordan","JOR","0.537"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Kazakhstan","KAZ","0.714"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Kenya","KEN","NA"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Kiribati","KIR","NA"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Korea, Rep.","KOR","0.813"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Kosovo","XKX","0.546"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Kuwait","KWT","0.539"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Kyrgyz Republic","KGZ","0.558"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Lao PDR","LAO","0.44"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Latvia","LVA","0.678"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Lebanon","LBN","0.54"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Lesotho","LSO","NA"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Liberia","LBR","0.314"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Lithuania","LTU","0.666"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Luxembourg","LUX","0.678"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Macao SAR, China","MAC","0.732"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Macedonia, FYR","MKD","0.521"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Madagascar","MDG","0.371"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Malawi","MWI","NA"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Malaysia","MYS","0.601"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Mali","MLI","0.318"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Malta","MLT","0.675"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Mauritania","MRT","0.337"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Mauritius","MUS","NA"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Mexico","MEX","0.595"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Moldova","MDA","0.558"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Mongolia","MNG","NA"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Montenegro","MNE","NA"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Morocco","MAR","0.49"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Mozambique","MOZ","NA"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Myanmar","MMR","0.458"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Namibia","NAM","NA"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Nepal","NPL","NA"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Netherlands","NLD","0.787"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","New Zealand","NZL","0.751"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Nicaragua","NIC","0.513"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Niger","NER","0.317"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Nigeria","NGA","0.345"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Norway","NOR","0.756"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Oman","OMN","0.589"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Pakistan","PAK","0.393"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Panama","PAN","0.517"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Papua New Guinea","PNG","0.386"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Paraguay","PRY","0.531"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Peru","PER","0.563"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Philippines","PHL","0.521"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Poland","POL","0.716"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Portugal","PRT","0.767"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Qatar","QAT","0.587"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Romania","ROU","0.576"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Russian Federation","RUS","0.679"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Rwanda","RWA","0.361"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Saudi Arabia","SAU","0.561"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Senegal","SEN","0.408"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Serbia","SRB","0.74"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Seychelles","SYC","NA"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Sierra Leone","SLE","0.35"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Singapore","SGP","0.871"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Slovak Republic","SVK","0.671"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Slovenia","SVN","0.766"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Solomon Islands","SLB","0.435"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","South Africa","ZAF","0.362"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","South Sudan","SSD","NA"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Spain","ESP","0.729"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Sri Lanka","LKA","NA"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Sudan","SDN","NA"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Sweden","SWE","0.786"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Switzerland","CHE","0.762"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Tajikistan","TJK","0.536"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Tanzania","TZA","0.39"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Thailand","THA","0.591"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Timor-Leste","TLS","0.433"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Togo","TGO","0.416"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Tonga","TON","0.475"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Trinidad and Tobago","TTO","NA"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Tunisia","TUN","0.488"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Turkey","TUR","0.601"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Tuvalu","TUV","NA"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Uganda","UGA","NA"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Ukraine","UKR","0.609"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","United Arab Emirates","ARE","NA"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","United Kingdom","GBR","0.773"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","United States","USA","0.726"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Uruguay","URY","NA"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Vanuatu","VUT","0.46"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Vietnam","VNM","NA"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","West Bank and Gaza","PSE","0.533"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Yemen, Rep.","YEM","0.374"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Zambia","ZMB","NA"
"Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","Zimbabwe","ZWE","NA"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Afghanistan","AFG","0.378"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Albania","ALB","0.589"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Algeria","DZA","0.495"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Angola","AGO","0.326"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Argentina","ARG","0.578"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Armenia","ARM","0.536"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Australia","AUS","0.768"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Austria","AUT","0.773"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Azerbaijan","AZE","NA"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Bahrain","BHR","0.624"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Bangladesh","BGD","0.454"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Belgium","BEL","0.735"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Benin","BEN","0.377"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Bosnia and Herzegovina","BIH","0.596"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Botswana","BWA","0.363"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Brazil","BRA","NA"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Bulgaria","BGR","0.622"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Burkina Faso","BFA","0.335"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Burundi","BDI","0.351"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Cambodia","KHM","NA"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Cameroon","CMR","0.369"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Canada","CAN","0.78"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Chad","TCD","0.28"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Chile","CHL","0.624"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","China","CHN","0.648"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Colombia","COL","0.539"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Comoros","COM","0.359"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Congo, Dem. Rep.","COD","0.344"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Congo, Rep.","COG","0.361"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Costa Rica","CRI","0.585"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Cote d'Ivoire","CIV","0.303"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Croatia","HRV","0.683"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Cyprus","CYP","0.733"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Czech Republic","CZE","0.752"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Denmark","DNK","0.745"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Dominican Republic","DOM","0.459"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Ecuador","ECU","0.576"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Egypt, Arab Rep.","EGY","0.451"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","El Salvador","SLV","0.473"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Estonia","EST","0.695"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Eswatini","SWZ","NA"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Ethiopia","ETH","0.368"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Finland","FIN","0.772"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","France","FRA","NA"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Gabon","GAB","0.409"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Gambia, The","GMB","NA"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Georgia","GEO","0.524"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Germany","DEU","0.769"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Ghana","GHA","0.416"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Greece","GRC","0.643"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Guatemala","GTM","0.433"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Guinea","GIN","0.352"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Guyana","GUY","0.453"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Haiti","HTI","0.408"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Honduras","HND","0.458"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Hong Kong SAR, China","HKG","0.796"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Hungary","HUN","0.659"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Iceland","ISL","0.712"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","India","IND","0.421"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Indonesia","IDN","0.503"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Iran, Islamic Rep.","IRN","0.542"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Iraq","IRQ","0.371"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Ireland","IRL","NA"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Israel","ISR","NA"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Italy","ITA","0.752"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Jamaica","JAM","0.477"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Japan","JPN","NA"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Jordan","JOR","0.516"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Kazakhstan","KAZ","0.688"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Kenya","KEN","NA"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Kiribati","KIR","NA"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Korea, Rep.","KOR","0.785"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Kosovo","XKX","0.535"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Kuwait","KWT","0.514"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Kyrgyz Republic","KGZ","0.544"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Lao PDR","LAO","0.418"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Latvia","LVA","0.658"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Lebanon","LBN","0.525"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Lesotho","LSO","NA"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Liberia","LBR","0.292"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Lithuania","LTU","0.649"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Luxembourg","LUX","0.668"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Macao SAR, China","MAC","0.725"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Macedonia, FYR","MKD","0.513"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Madagascar","MDG","0.343"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Malawi","MWI","NA"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Malaysia","MYS","0.59"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Mali","MLI","0.286"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Malta","MLT","0.661"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Mauritania","MRT","0.296"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Mauritius","MUS","NA"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Mexico","MEX","0.586"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Moldova","MDA","0.542"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Mongolia","MNG","NA"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Montenegro","MNE","NA"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Morocco","MAR","0.482"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Mozambique","MOZ","NA"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Myanmar","MMR","0.44"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Namibia","NAM","NA"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Nepal","NPL","NA"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Netherlands","NLD","0.775"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","New Zealand","NZL","0.736"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Nicaragua","NIC","0.493"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Niger","NER","0.296"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Nigeria","NGA","0.32"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Norway","NOR","0.744"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Oman","OMN","0.577"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Pakistan","PAK","0.372"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Panama","PAN","0.496"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Papua New Guinea","PNG","0.355"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Paraguay","PRY","0.51"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Peru","PER","0.539"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Philippines","PHL","0.483"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Poland","POL","0.701"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Portugal","PRT","0.755"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Qatar","QAT","0.57"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Romania","ROU","0.559"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Russian Federation","RUS","0.626"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Rwanda","RWA","0.341"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Saudi Arabia","SAU","0.544"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Senegal","SEN","0.391"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Serbia","SRB","0.72"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Seychelles","SYC","NA"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Sierra Leone","SLE","0.302"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Singapore","SGP","0.851"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Slovak Republic","SVK","0.654"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Slovenia","SVN","0.751"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Solomon Islands","SLB","0.421"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","South Africa","ZAF","0.35"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","South Sudan","SSD","NA"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Spain","ESP","0.72"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Sri Lanka","LKA","NA"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Sudan","SDN","NA"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Sweden","SWE","0.771"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Switzerland","CHE","0.74"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Tajikistan","TJK","0.516"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Tanzania","TZA","0.375"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Thailand","THA","0.546"
